orderdate,shipdate,shipmode,customername,segment,country,market,category,productname,sales,quantity,profit,shippingcost,row_no
2011-01-27,2011-01-29,Second Class,Neola Schneider,Consumer,Mexico,LATAM,Office Supplies,Stiletto Scissors,31,2,13.8,6.7,381
2011-01-27,2011-01-02,Standard Class,Shirley Daniels,Home Office,United States,US,Furniture,GE General Use Halogen Bulbs,63,3,30.7818,6.15,382
2011-01-27,2011-02-02,Standard Class,Dennis Bolton,Home Office,Indonesia,APAC,Office Supplies,Cameo Clasp Envelope,82,13,-17.3901,5.67,383
2011-01-27,2011-01-29,First Class,Liz Pelletier,Consumer,Morocco,Africa,Furniture,Deflect,51,2,22.8,4.24,384
2011-01-27,2011-01-29,First Class,Liz Pelletier,Consumer,Morocco,Africa,Office Supplies,Boston Highlighters,20,1,5.22,3.73,385
2011-01-27,2011-01-29,First Class,Liz Pelletier,Consumer,Morocco,Africa,Office Supplies,Binney & Smith Highlighters,17,1,2.46,3.44,386
2011-01-27,2011-01-02,Standard Class,Patrick O'Donnell,Consumer,China,APAC,Office Supplies,Kraft Business Envelopes,40,2,15.18,2.6,387
2011-01-27,2011-01-31,Standard Class,Barry Weirich,Consumer,Dominican Republic,LATAM,Office Supplies,Stockwell Thumb Tacks,35,5,7.26,1.98,388
2011-01-27,2011-01-02,Standard Class,Shirley Daniels,Home Office,United States,US,Office Supplies,"Eureka Recycled Copy Paper 8 1/2"" x 11""",19,3,9.3312,1.53,389
2011-01-27,2011-01-30,First Class,Carol Adams,Corporate,United States,US,Office Supplies,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,11,2,5.0196,1.39,390
2011-01-27,2011-01-02,Standard Class,Shirley Daniels,Home Office,United States,US,Office Supplies,REDIFORM Incoming/Outgoing Call Register,17,2,8.34,1.13,391
2011-01-27,2011-01-29,First Class,Liz Pelletier,Consumer,Morocco,Africa,Office Supplies,Cardinal Hole Reinforcements,5,1,2.16,0.54,392
2011-01-27,2011-01-02,Standard Class,Shirley Daniels,Home Office,United States,US,Furniture,Eldon Image Series Black Desk Accessories,12,3,4.4712,0.43,393
2011-01-28,2011-02-02,Second Class,Jocasta Rupert,Consumer,Australia,APAC,Technology,Sharp Fax Machine,532,2,47.202,51.51,394
2011-01-28,2011-03-02,Standard Class,Ed Jacobs,Consumer,United States,US,Furniture,Balt Split Level Computer Training Table,333,3,-16.65,23.43,395
2011-01-28,2011-01-31,First Class,Michael Paige,Corporate,Indonesia,APAC,Office Supplies,Cameo Interoffice Envelope,132,5,-5.0505,9.82,396
2011-01-28,2011-01-31,First Class,Michael Paige,Corporate,Indonesia,APAC,Office Supplies,Kleencut Box Cutter,90,5,-51.2175,4.86,397
2011-01-28,2011-03-02,Standard Class,Ed Jacobs,Consumer,United States,US,Office Supplies,Recycled Steel Personal File for Hanging File Folders,57,1,14.3075,4.0,398
2011-01-28,2011-03-02,Standard Class,Ed Jacobs,Consumer,United States,US,Office Supplies,Dixon Ticonderoga Core,36,4,12.0252,3.25,399
2011-01-28,2011-03-02,Standard Class,Herbert Flentye,Consumer,France,EU,Office Supplies,Rogers Folders,28,1,-0.642,1.15,400
2011-01-29,2011-03-02,Standard Class,Resi Pölking,Consumer,Brazil,LATAM,Furniture,Hon Conference Table,493,2,-468.016,31.54,401
2011-01-29,2011-03-02,Standard Class,Resi Pölking,Consumer,Venezuela,LATAM,Furniture,Hon Conference Table,369,2,-591.172,18.73,402
2011-01-29,2011-04-02,Standard Class,Nona Balk,Corporate,Benin,Africa,Office Supplies,Fiskars Trimmer,44,1,16.23,3.35,403
2011-01-29,2011-04-02,Standard Class,Jasper Cacioppo,Consumer,United States,US,Office Supplies,Pressboard Covers with Storage Hooks,4,1,1.3257,0.36,404
2011-01-30,2011-01-30,Same Day,Harold Engle,Corporate,New Zealand,APAC,Furniture,SAFCO Rocking Chair,162,2,-29.688,63.14,405
2011-01-30,2011-04-02,Second Class,David Philippe,Consumer,Nigeria,Africa,Technology,Canon Fax Machine,191,2,-382.086,19.19,406
2011-01-30,2011-04-02,Second Class,David Philippe,Consumer,Nigeria,Africa,Office Supplies,Eaton Memo Slips,18,4,-32.22,2.36,407
2011-01-30,2011-04-02,Second Class,David Philippe,Consumer,Nigeria,Africa,Technology,Apple Signal Booster,42,1,-62.79,2.27,408
2011-01-30,2011-01-31,First Class,Arthur Gainer,Consumer,Nigeria,Africa,Office Supplies,Ibico Index Tab,5,2,-5.538,1.01,409
2011-01-30,2011-01-31,First Class,Arthur Gainer,Consumer,Nigeria,Africa,Office Supplies,Hon Color Coded Labels,4,1,-8.601,0.6,410
2011-01-30,2011-04-02,Second Class,David Philippe,Consumer,Nigeria,Africa,Office Supplies,Wilson Jones Binder Covers,20,6,-29.718,0.39,411
2011-01-30,2011-04-02,Second Class,David Philippe,Consumer,Nigeria,Africa,Office Supplies,Ames Mailers,12,1,-8.283,0.32,412
2011-01-30,2011-04-02,Second Class,David Philippe,Consumer,Nigeria,Africa,Office Supplies,Avery Hole Reinforcements,1,1,-2.349,0.12,413
2011-01-31,2011-06-02,Standard Class,Troy Staebel,Consumer,New Zealand,APAC,Technology,Motorola Smart Phone,2,4,102.84,129.0,414
2011-01-31,2011-06-02,Standard Class,Troy Staebel,Consumer,New Zealand,APAC,Furniture,Barricks Computer Table,1,4,517.56,104.29,415
2011-01-31,2011-05-02,Standard Class,Luke Schmidt,Corporate,Australia,APAC,Technology,Konica Inkjet,839,3,121.113,54.17,416
2011-01-31,2011-05-02,Standard Class,Mike Vittorini,Consumer,United States,US,Office Supplies,Space Solutions HD Industrial Steel Shelving.,230,2,6.8982,22.58,417
2011-01-31,2011-04-02,Standard Class,Bryan Davis,Consumer,Morocco,Africa,Furniture,Sauder Classic Bookcase,436,1,178.74,22.32,418
2011-01-31,2011-04-02,Standard Class,Bryan Davis,Consumer,Morocco,Africa,Furniture,Novimex Swivel Stool,334,2,26.7,19.34,419
2011-01-31,2011-05-02,Standard Class,Luke Schmidt,Corporate,Australia,APAC,Furniture,SAFCO Bag Chairs,374,8,24.696,15.85,420
2011-01-31,2011-03-02,First Class,Charles McCrossin,Consumer,Nicaragua,LATAM,Office Supplies,Eaton Parchment Paper,35,3,12.66,12.7,421
2011-01-31,2011-06-02,Standard Class,Sarah Foster,Consumer,China,APAC,Office Supplies,Avery 3,164,6,18.0,10.65,422
2011-01-31,2011-06-02,Standard Class,Damala Kotsonis,Corporate,Dominican Republic,LATAM,Office Supplies,Ibico Binding Machine,85,3,-20.148,8.52,423
2011-01-31,2011-04-02,Standard Class,Bryan Davis,Consumer,Morocco,Africa,Office Supplies,Kleencut Letter Opener,95,4,23.76,6.18,424
2011-01-31,2011-06-02,Standard Class,Troy Staebel,Consumer,New Zealand,APAC,Office Supplies,Xerox Computer Printout Paper,122,4,32.88,5.85,425
2011-01-31,2011-06-02,Standard Class,Troy Staebel,Consumer,New Zealand,APAC,Office Supplies,Harbour Creations Removable Labels,62,6,18.54,5.18,426
2011-01-31,2011-06-02,Standard Class,Troy Staebel,Consumer,New Zealand,APAC,Office Supplies,Eaton Parchment Paper,106,6,48.6,5.01,427
2011-01-31,2011-05-02,Standard Class,Brendan Dodson,Home Office,Singapore,APAC,Office Supplies,Wilson Jones 3,113,4,55.56,4.51,428
2011-01-31,2011-04-02,Standard Class,Bryan Davis,Consumer,Morocco,Africa,Office Supplies,Elite Ruler,63,6,11.34,3.6,429
2011-01-31,2011-04-02,Standard Class,Bryan Davis,Consumer,Morocco,Africa,Office Supplies,GlobeWeis Peel and Seal,24,1,2.85,2.12,430
2011-01-31,2011-06-02,Standard Class,Damala Kotsonis,Corporate,Dominican Republic,LATAM,Office Supplies,BIC Pens,30,4,-7.296,1.99,431
2011-01-31,2011-06-02,Standard Class,Troy Staebel,Consumer,New Zealand,APAC,Office Supplies,Eldon Folders,32,2,9.3,1.9,432
2011-01-31,2011-05-02,Standard Class,Mike Vittorini,Consumer,United States,US,Office Supplies,Xerox 1972,11,2,4.752,1.2,433
2011-01-02,2011-03-02,Second Class,Patrick O'Donnell,Consumer,Bangladesh,APAC,Technology,Brother Personal Copier,286,2,71.4,57.3,434
2011-01-02,2011-03-02,First Class,Liz Carlisle,Consumer,United States,US,Furniture,Sauder Facets Collection Library,291,2,3.4196,54.64,435
2011-01-02,2011-04-02,Second Class,David Kendrick,Corporate,Angola,Africa,Office Supplies,Fellowes Lockers,206,1,92.88,53.08,436
2011-01-02,2011-03-02,Second Class,Stephanie Phelps,Corporate,China,APAC,Office Supplies,Tenex Trays,163,3,68.31,44.36,437
2011-01-02,2011-05-02,Second Class,David Kendrick,Corporate,China,APAC,Office Supplies,KitchenAid Coffee Grinder,352,5,137.4,33.15,438
2011-01-02,2011-06-02,Standard Class,Dave Hallsten,Corporate,Panama,LATAM,Office Supplies,Hamilton Beach Refrigerator,401,2,20.024,21.38,439
2011-01-02,2011-06-02,Standard Class,Patrick O'Brill,Consumer,Iran,EMEA,Furniture,Advantus Photo Frame,310,6,148.5,19.65,440
2011-01-02,2011-03-02,Second Class,Gene Hale,Corporate,France,EU,Office Supplies,Binney & Smith Pencil Sharpener,140,5,15.3,19.23,441
2011-01-02,2011-03-02,Second Class,Patrick O'Donnell,Consumer,Bangladesh,APAC,Office Supplies,Kleencut Ruler,41,3,11.79,11.13,442
2011-01-02,2011-06-02,Standard Class,Dave Hallsten,Corporate,Panama,LATAM,Technology,Memorex Memory Card,82,2,-19.136,6.21,443
2011-01-02,2011-05-02,Standard Class,Ralph Ritter,Consumer,Italy,EU,Office Supplies,Sanford Pencil Sharpener,78,3,20.34,6.03,444
2011-01-02,2011-03-02,Second Class,Patrick O'Donnell,Consumer,Bangladesh,APAC,Office Supplies,Wilson Jones Hole Reinforcements,23,5,9.6,5.29,445
2011-01-02,2011-03-02,Second Class,Patrick O'Donnell,Consumer,Bangladesh,APAC,Office Supplies,Smead File Folder Labels,20,3,9.9,3.78,446
2011-01-02,2011-03-02,Second Class,Gene Hale,Corporate,France,EU,Office Supplies,GlobeWeis Peel and Seal,21,1,0.0,3.34,447
2011-01-02,2011-07-02,Standard Class,Ionia McGrath,Consumer,Germany,EU,Office Supplies,Acco Hole Reinforcements,21,3,10.53,1.86,448
2011-01-02,2011-07-02,Standard Class,Ionia McGrath,Consumer,Germany,EU,Office Supplies,Avery Hole Reinforcements,12,2,4.2,0.93,449
2011-01-02,2011-06-02,Standard Class,Dave Hallsten,Corporate,Panama,LATAM,Office Supplies,Wilson Jones Hole Reinforcements,10,6,-0.984,0.81,450
2011-02-02,2011-05-02,First Class,Erin Smith,Corporate,China,APAC,Furniture,Safco Stackable Bookrack,1,7,105.21,154.4,451
2011-02-02,2011-05-02,First Class,Ken Heidel,Corporate,Germany,EU,Technology,Motorola Signal Booster,584,8,-58.56,109.14,452
2011-02-02,2011-06-02,Standard Class,Evan Henry,Consumer,France,EU,Technology,Hewlett Copy Machine,550,6,-235.773,96.84,453
2011-02-02,2011-05-02,First Class,Erin Smith,Corporate,China,APAC,Office Supplies,Eldon File Cart,381,3,102.78,88.42,454
2011-02-02,2011-06-02,Second Class,Ed Braxton,Corporate,Spain,EU,Technology,Cisco Smart Phone,587,1,104.412,78.0,455
2011-02-02,2011-02-02,Same Day,Ellis Ballard,Corporate,Germany,EU,Technology,Brother Wireless Fax,379,1,140.13,71.57,456
2011-02-02,2011-05-02,First Class,Erin Smith,Corporate,China,APAC,Furniture,Bevis Computer Table,692,2,-207.732,70.94,457
2011-02-02,2011-04-02,First Class,Bradley Drucker,Consumer,United States,US,Technology,Enermax Aurora Lite Keyboard,469,6,206.316,66.88,458
2011-02-02,2011-07-02,Second Class,Ken Lonsdale,Consumer,Spain,EU,Furniture,Ikea Library with Doors,729,2,240.72,56.01,459
2011-02-02,2011-04-02,First Class,Jill Matthias,Consumer,United Kingdom,EU,Technology,Cisco Headset,162,2,43.014,49.6,460
2011-02-02,2011-04-02,Second Class,Giulietta Dortch,Corporate,Thailand,APAC,Furniture,Novimex Executive Leather Armchair,334,1,-109.9365,46.3,461
2011-02-02,2011-02-02,Same Day,Ellis Ballard,Corporate,Germany,EU,Office Supplies,Fellowes File Cart,248,2,8.262,35.68,462
2011-02-02,2011-05-02,First Class,Erin Smith,Corporate,China,APAC,Technology,Epson Receipt Printer,468,4,112.32,26.59,463
2011-02-02,2011-07-02,Second Class,Ken Lonsdale,Consumer,Spain,EU,Furniture,SAFCO Steel Folding Chair,266,4,23.256,23.69,464
2011-02-02,2011-05-02,First Class,Ken Heidel,Corporate,Germany,EU,Technology,HP Fax and Copier,86,1,-0.015,16.56,465
2011-02-02,2011-04-02,Second Class,Giulietta Dortch,Corporate,Thailand,APAC,Office Supplies,Stanley Canvas,105,4,-47.5236,13.49,466
2011-02-02,2011-06-02,Standard Class,Evan Henry,Consumer,France,EU,Technology,Konica Phone,89,3,-76.14,12.91,467
2011-02-02,2011-06-02,Standard Class,Evan Henry,Consumer,France,EU,Office Supplies,SanDisk Memo Slips,46,5,-41.475,6.72,468
2011-02-02,2011-06-02,Standard Class,Evan Henry,Consumer,France,EU,Technology,Logitech Numeric Keypad,44,2,-7.95,6.24,469
2011-02-02,2011-04-02,First Class,Lori Olson,Corporate,Spain,EU,Office Supplies,Boston Highlighters,44,2,7.92,6.18,470
2011-02-02,2011-07-02,Second Class,Ken Lonsdale,Consumer,Spain,EU,Office Supplies,BIC Canvas,57,1,0.54,5.96,471
2011-02-02,2011-07-02,Second Class,Ken Lonsdale,Consumer,Spain,EU,Office Supplies,Sanford Pencil Sharpener,116,4,12.72,4.7,472
2011-02-02,2011-06-02,Second Class,Ed Braxton,Corporate,Spain,EU,Office Supplies,Acme Box Cutter,38,1,18.12,4.16,473
2011-02-02,2011-05-02,First Class,Erin Smith,Corporate,China,APAC,Office Supplies,Sanford Highlighters,95,5,42.45,4.14,474
2011-02-02,2011-05-02,First Class,Ken Heidel,Corporate,Germany,EU,Office Supplies,Xerox Note Cards,13,1,-7.935,1.83,475
2011-02-02,2011-04-02,Second Class,Giulietta Dortch,Corporate,Thailand,APAC,Office Supplies,Avery Color Coded Labels,44,6,-26.3376,1.78,476
2011-02-02,2011-07-02,Standard Class,Duane Noonan,Consumer,Australia,APAC,Furniture,Rubbermaid Light Bulb,34,2,7.92,1.77,477
2011-03-02,2011-05-02,Second Class,Max Ludwig,Home Office,Sweden,EU,Office Supplies,Boston Pencil Sharpener,91,6,-61.65,6.64,478
2011-03-02,2011-10-02,Standard Class,Eric Barreto,Consumer,United States,US,Technology,AT&T 17929 Lendline Telephone,181,5,13.572,4.99,479
2011-03-02,2011-07-02,Standard Class,Dean Braden,Consumer,Nigeria,Africa,Technology,Enermax Keyboard,25,1,-22.962,3.34,480
2011-03-02,2011-08-02,Standard Class,Theresa Swint,Corporate,China,APAC,Office Supplies,OIC Push Pins,30,2,5.64,3.13,481
2011-03-02,2011-10-02,Standard Class,Eric Barreto,Consumer,United States,US,Office Supplies,Surelock Post Binders,18,2,-12.224,1.66,482
2011-03-02,2011-10-02,Standard Class,Shaun Weien,Consumer,Angola,Africa,Office Supplies,Wilson Jones Hole Reinforcements,9,2,4.5,0.8,483
2011-03-02,2011-07-02,Standard Class,Cynthia Delaney,Home Office,United States,US,Office Supplies,Staples,12,5,5.8045,0.29,484
2011-04-02,2011-07-02,First Class,Christopher Conant,Consumer,New Zealand,APAC,Technology,SanDisk Memory Card,441,4,39.6,66.08,485
2011-04-02,2011-07-02,First Class,Christopher Conant,Consumer,New Zealand,APAC,Office Supplies,Breville Blender,884,10,70.5,42.0,486
2011-04-02,2011-09-02,Second Class,Tom Stivers,Corporate,South Africa,Africa,Technology,Epson Receipt Printer,115,1,49.62,20.22,487
2011-04-02,2011-08-02,Standard Class,Dorothy Dickinson,Consumer,France,EU,Office Supplies,Tenex Shelving,149,3,14.868,14.97,488
2011-04-02,2011-07-02,Second Class,Tom Boeckenhauer,Consumer,United States,US,Office Supplies,Ibico Laser Imprintable Binding System Covers,84,2,27.248,8.82,489
2011-04-02,2011-09-02,Second Class,Tom Stivers,Corporate,South Africa,Africa,Office Supplies,Wilson Jones 3,59,2,12.36,6.06,490
2011-04-02,2011-08-02,Standard Class,Brad Thomas,Home Office,France,EU,Office Supplies,Binney & Smith Pens,30,2,10.86,3.76,491
2011-04-02,2011-08-02,Standard Class,Brad Thomas,Home Office,France,EU,Office Supplies,Harbour Creations File Folder Labels,27,3,5.94,3.33,492
2011-04-02,2011-07-02,Second Class,Tom Boeckenhauer,Consumer,United States,US,Office Supplies,Avery Durable Poly Binders,13,3,4.3134,2.26,493
2011-04-02,2011-09-02,Second Class,Tom Stivers,Corporate,South Africa,Africa,Furniture,Advantus Stacking Tray,53,2,14.76,1.77,494
2011-04-02,2011-09-02,Second Class,Ann Steele,Home Office,Nigeria,Africa,Office Supplies,Sanford Pens,7,2,-10.698,0.35,495
2011-04-02,2011-09-02,Second Class,Tom Stivers,Corporate,South Africa,Africa,Office Supplies,Avery Hole Reinforcements,4,1,0.0,0.19,496
2011-05-02,2011-12-02,Standard Class,Anthony Witt,Consumer,Turkey,EMEA,Furniture,Harbour Creations Chairmat,59,2,-69.84,4.77,497
2011-05-02,2011-09-02,Second Class,Mark Haberlin,Corporate,United States,US,Office Supplies,GBC Standard Recycled Report Covers,17,2,6.0368,3.37,498
2011-05-02,2011-09-02,Standard Class,Deborah Brumfield,Home Office,United States,US,Office Supplies,Message Book,34,4,16.0928,3.16,499
2011-05-02,2011-09-02,Standard Class,Deborah Brumfield,Home Office,United States,US,Office Supplies,GBC Recycled Grain Textured Covers,83,3,29.0136,2.55,500
2011-05-02,2011-12-02,Standard Class,Anthony Witt,Consumer,Turkey,EMEA,Office Supplies,Smead Shelving,20,1,-7.356,2.22,501
2011-05-02,2011-12-02,Standard Class,Anthony Witt,Consumer,Turkey,EMEA,Furniture,Advantus Light Bulb,8,1,-2.622,0.55,502
2011-06-02,2011-10-02,Second Class,Justin MacKendrick,Consumer,Turkey,EMEA,Office Supplies,Smead Round Labels,3,1,-2.352,0.23,503
2011-07-02,2011-10-02,First Class,Neil Ducich,Corporate,United States,US,Technology,AT&T CL82213,145,5,42.0355,33.51,504
2011-07-02,2011-12-02,Second Class,Natalie Webber,Consumer,Malaysia,APAC,Office Supplies,Rogers Trays,185,3,48.06,25.86,505
2011-07-02,2011-10-02,First Class,Neil Ducich,Corporate,United States,US,Technology,Aastra 57i VoIP phone,162,1,42.0186,25.28,506
2011-07-02,2011-02-13,Standard Class,Duane Benoit,Consumer,China,APAC,Office Supplies,Hoover Coffee Grinder,278,4,133.44,20.16,507
2011-07-02,2011-02-14,Standard Class,Liz Thompson,Consumer,Indonesia,APAC,Technology,Cisco Signal Booster,252,2,6.0378,11.19,508
2011-07-02,2011-11-02,Standard Class,Susan MacKendrick,Consumer,France,EU,Technology,Konica Receipt Printer,208,2,12.225,10.45,509
2011-07-02,2011-11-02,Standard Class,Susan MacKendrick,Consumer,France,EU,Office Supplies,Stanley Pencil Sharpener,112,4,4.44,9.87,510
2011-07-02,2011-11-02,Standard Class,Susan MacKendrick,Consumer,France,EU,Office Supplies,Avery Binder Covers,50,4,6.48,6.93,511
2011-07-02,2011-02-13,Standard Class,Duane Benoit,Consumer,China,APAC,Office Supplies,Avery Legal Exhibit Labels,67,6,7.92,5.99,512
2011-07-02,2011-12-02,Standard Class,Scott Williamson,Consumer,New Zealand,APAC,Technology,Sharp Copy Machine,285,2,-104.58,4.54,513
2011-07-02,2011-12-02,Standard Class,George Bell,Corporate,France,EU,Office Supplies,Novimex Legal Exhibit Labels,31,3,10.62,3.58,514
2011-07-02,2011-10-02,First Class,Neil Ducich,Corporate,United States,US,Office Supplies,Avery 480,15,4,7.2,2.27,515
2011-07-02,2011-11-02,Second Class,Delfina Latchford,Consumer,United States,US,Office Supplies,Avery Flip,9,2,-14.7708,0.51,516
2011-08-02,2011-11-02,Second Class,Chris Selesnick,Corporate,United States,US,Office Supplies,Acco Perma 4000 Stacking Storage Drawers,65,4,9.744,19.07,517
2011-08-02,2011-12-02,Standard Class,Edward Becker,Corporate,France,EU,Office Supplies,Ibico 3,160,5,59.1,14.79,518
2011-08-02,2011-02-13,Standard Class,Cyma Kinney,Corporate,United States,US,Technology,Maxell DVD,115,7,49.6048,12.6,519
2011-08-02,2011-02-13,Standard Class,Shaun Weien,Consumer,Italy,EU,Office Supplies,Stockwell Clamps,110,6,21.78,5.55,520
2011-08-02,2011-02-13,Standard Class,Kelly Williams,Consumer,Egypt,Africa,Office Supplies,Binney & Smith Sketch Pad,50,1,16.32,4.32,521
2011-08-02,2011-02-14,Standard Class,Kelly Williams,Consumer,Chile,LATAM,Office Supplies,Smead Box,50,7,20.02,2.6,522
2011-08-02,2011-02-13,Standard Class,Bart Pistole,Corporate,China,APAC,Furniture,Eldon Photo Frame,58,1,15.69,1.52,523
2011-08-02,2011-02-14,Standard Class,Julia Barnett,Home Office,Iraq,EMEA,Office Supplies,Acco Binder,30,2,4.2,1.37,524
2011-08-02,2011-02-13,Standard Class,Bart Pistole,Corporate,China,APAC,Office Supplies,Kleencut Ruler,39,3,8.1,1.27,525
2011-08-02,2011-02-13,Standard Class,Kelly Williams,Consumer,Egypt,Africa,Furniture,SAFCO Swivel Stool,331,2,119.16,0.16,526
2011-09-02,2011-11-02,Second Class,Tom Prescott,Consumer,Cuba,LATAM,Furniture,SAFCO Executive Leather Armchair,619,2,235.04,107.68,527
2011-09-02,2011-02-13,Standard Class,Liz Thompson,Consumer,Mexico,LATAM,Technology,Hewlett Fax and Copier,513,4,91.53136,55.89,528
2011-09-02,2011-09-02,Same Day,Shui Tom,Consumer,Cuba,LATAM,Technology,Cisco Signal Booster,405,4,52.64,53.53,529
2011-09-02,2011-09-02,Same Day,Clay Ludtke,Consumer,Germany,EU,Office Supplies,Binney & Smith Pencil Sharpener,133,5,5.25,51.62,530
2011-09-02,2011-02-13,Standard Class,Liz Thompson,Consumer,Mexico,LATAM,Furniture,Lesro Coffee Table,407,3,106.704,44.67,531
2011-09-02,2011-11-02,Second Class,Tom Prescott,Consumer,Cuba,LATAM,Office Supplies,Hamilton Beach Blender,423,9,88.74,35.9,532
2011-09-02,2011-02-13,Standard Class,Yoseph Carroll,Corporate,United Kingdom,EU,Furniture,Harbour Creations Rocking Chair,269,2,23.892,35.76,533
2011-09-02,2011-02-13,Standard Class,Nat Gilpin,Corporate,Netherlands,EU,Furniture,Advantus Frame,267,3,89.982,35.11,534
2011-09-02,2011-09-02,Same Day,Clay Ludtke,Consumer,Germany,EU,Office Supplies,Cardinal Binder Covers,80,7,20.79,23.0,535
2011-09-02,2011-02-14,Standard Class,Hallie Redmond,Home Office,Spain,EU,Furniture,Ikea Corner Shelving,368,3,14.67,17.87,536
2011-09-02,2011-02-13,Standard Class,Nat Gilpin,Corporate,Netherlands,EU,Office Supplies,Rogers Trays,91,3,-1.845,14.63,537
2011-09-02,2011-02-15,Standard Class,Daniel Raglin,Home Office,South Korea,APAC,Office Supplies,Eldon File Cart,257,4,-205.5,13.62,538
2011-09-02,2011-02-15,Standard Class,Daniel Raglin,Home Office,South Korea,APAC,Furniture,Lesro Coffee Table,203,4,-304.224,11.94,539
2011-09-02,2011-02-13,Standard Class,Erica Hernandez,Home Office,Australia,APAC,Furniture,Deflect,137,6,22.626,9.45,540
2011-09-02,2011-02-13,Standard Class,Nat Gilpin,Corporate,Netherlands,EU,Office Supplies,GlobeWeis Manila Envelope,55,4,-18.66,5.71,541
2011-09-02,2011-02-14,Standard Class,Hallie Redmond,Home Office,Spain,EU,Office Supplies,Binney & Smith Sketch Pad,93,2,24.06,5.54,542
2011-09-02,2011-02-14,Standard Class,Hallie Redmond,Home Office,Spain,EU,Office Supplies,Cardinal 3,85,3,17.73,5.17,543
2011-09-02,2011-02-14,Standard Class,Hallie Redmond,Home Office,Spain,EU,Office Supplies,Smead Folders,60,4,-2.664,2.85,544
2011-09-02,2011-02-14,Standard Class,Hallie Redmond,Home Office,Spain,EU,Office Supplies,Stockwell Rubber Bands,48,3,4.77,2.34,545
2011-09-02,2011-10-02,First Class,Nathan Mautz,Home Office,United States,US,Furniture,Master Caster Door Stop,15,2,5.5328,1.57,546
2011-09-02,2011-02-15,Standard Class,Daniel Raglin,Home Office,South Korea,APAC,Technology,Okidata Calculator,25,1,-20.79,1.49,547
2011-09-02,2011-02-15,Standard Class,Daniel Raglin,Home Office,South Korea,APAC,Office Supplies,Acco Binding Machine,26,1,-11.835,1.27,548
2011-10-02,2011-02-15,Standard Class,Carol Adams,Corporate,Japan,APAC,Technology,Samsung Smart Phone,6,11,2939.31,413.8,549
2011-10-02,2011-02-15,Second Class,John Huston,Consumer,South Africa,Africa,Technology,Cisco Headset,718,8,243.84,143.07,550
2011-10-02,2011-02-15,Standard Class,Michelle Ellison,Corporate,Spain,EU,Furniture,Dania Classic Bookcase,822,2,353.22,67.95,551
2011-10-02,2011-10-02,Same Day,Paul Lucas,Home Office,Germany,EU,Office Supplies,Tenex File Cart,215,4,-220.032,60.85,552
2011-10-02,2011-02-13,First Class,Frank Olsen,Consumer,Malaysia,APAC,Furniture,Novimex Bag Chairs,305,7,2.94,59.42,553
2011-10-02,2011-02-14,Standard Class,Jennifer Patt,Corporate,Switzerland,EU,Furniture,Sauder Library with Doors,780,2,117.0,50.42,554
2011-10-02,2011-02-14,Standard Class,Chad McGuire,Consumer,France,EU,Technology,Panasonic Receipt Printer,206,2,26.55,24.0,555
2011-10-02,2011-02-14,Standard Class,Quincy Jones,Corporate,Mexico,LATAM,Office Supplies,KitchenAid Blender,133,2,9.28,22.02,556
2011-10-02,2011-02-15,Standard Class,Carol Adams,Corporate,Japan,APAC,Office Supplies,Fiskars Trimmer,307,7,70.56,21.57,557
2011-10-02,2011-02-15,Second Class,John Huston,Consumer,South Africa,Africa,Office Supplies,Cardinal 3,115,4,51.84,13.47,558
2011-10-02,2011-02-16,Standard Class,Meg O'Connel,Home Office,Germany,EU,Office Supplies,Stanley Pencil Sharpener,124,5,39.6,12.38,559
2011-10-02,2011-02-15,Standard Class,Carol Adams,Corporate,Japan,APAC,Furniture,Rubbermaid Photo Frame,201,4,24.12,12.3,560
2011-10-02,2011-02-14,Standard Class,Philisse Overcash,Home Office,Moldova,EMEA,Office Supplies,Smead Lockers,197,1,17.76,11.44,561
2011-10-02,2011-02-14,Standard Class,Quincy Jones,Corporate,Mexico,LATAM,Office Supplies,Ames Peel and Seal,87,7,0.84,11.22,562
2011-10-02,2011-10-02,Same Day,Paul Lucas,Home Office,Germany,EU,Office Supplies,Avery Binder Covers,26,5,-14.325,8.95,563
2011-10-02,2011-02-14,Standard Class,Chad McGuire,Consumer,France,EU,Office Supplies,Kraft Clasp Envelope,50,4,24.0,8.63,564
2011-10-02,2011-02-14,Standard Class,Quincy Jones,Corporate,Mexico,LATAM,Office Supplies,Elite Ruler,41,4,16.4,6.63,565
2011-10-02,2011-02-14,Standard Class,Philisse Overcash,Home Office,Moldova,EMEA,Office Supplies,Binney & Smith Highlighters,67,4,24.24,6.28,566
2011-10-02,2011-02-14,Standard Class,Quincy Jones,Corporate,Mexico,LATAM,Office Supplies,GlobeWeis Peel and Seal,66,4,12.56,5.64,567
2011-10-02,2011-02-14,Standard Class,Philisse Overcash,Home Office,Moldova,EMEA,Furniture,Rubbermaid Photo Frame,52,1,1.02,3.9,568
2011-10-02,2011-02-14,Standard Class,Philisse Overcash,Home Office,Moldova,EMEA,Technology,Samsung Audio Dock,170,1,30.54,3.44,569
2011-10-02,2011-02-15,Second Class,John Huston,Consumer,South Africa,Africa,Office Supplies,Advantus Staples,44,4,18.0,3.1,570
2011-10-02,2011-02-14,Standard Class,Philisse Overcash,Home Office,Moldova,EMEA,Office Supplies,Elite Letter Opener,53,2,22.38,2.85,571
